16899	17842
16912	18062
10091	20222
4311	20206
4311	20206
9194	20194
17416	17893
8047	17781
2392	20204
10580	20224
14797	18872
13656	19491
2456	18032
15218	17903
12860	19177
17119	18217
15784	18015
6835	18004
1951	20134
7346	20100
11503	18795
8505	17932
15262	19177
5244	17982
9141	18034
11966	20195
9115	18007
9115	18007
6921	19670
212	18072
1114	19469
794	18322
14597	18251
2106	18016
10391	20229
12187	18056
2141	18021
12388	18328
14495	20184
9143	17883
2530	20186
17194	18018
17444	19010
13959	20212
374	20160
14445	19605
17456	18470
4170	18496
4170	18496
4398	20153
14971	20180
4853	17970
7302	17992
9472	18203
4661	18096
4326	19532
4326	19532
8812	18002
8812	18002
9392	17916
11036	19461
9241	20217
9615	17791
12656	19345
6379	20219
11423	17831
15072	19393
10735	19361
10256	18642
10256	18642
10256	18642
11497	18547
4475	20203
7247	17806
11036	19983
4894	18632
11614	18337
14438	18203
4507	17902
13815	17833
15413	19317
6208	18690
6208	18690
7348	17783
13606	17814
15364	20192
15227	18034
9096	20185
4332	18222
4332	18222
9841	17902
6909	19090
7470	18114
16664	20166
12209	17876
12039	19097
5245	19610
3867	17824
3867	17824
557	20231
91	19139
445	18001
11793	19001
14426	19633
16392	18119
16392	18119
16392	18119
16392	18119
9692	17897
10647	17777
10647	17777
11971	19463
3690	17892
4292	18033
4292	18033
6387	19378
6387	19378
205	17874
12705	19621
6985	19176
9246	20177
9959	18028
7028	17886
2323	20231
17688	17895
13310	17876
16481	20213
16481	20213
13289	19174
6903	19422
4869	20229
1001	20225
14499	18556
6404	17905
6404	17905
238	17770
10701	18200
6624	18238
6624	18238
6624	18238
15594	17899
10469	20233
3827	19069
3827	19069
7343	18108
7345	17958
465	19865
14943	18038
10641	18221
10641	18221
8647	17883
8464	20231
9221	18103
9221	18103
11571	17747
11940	18275
7740	18305
17524	18296
9495	17930
17711	20045
8874	20208
6884	18854
12624	19327
79	17913
7347	18849
5974	20181
5974	20181
17708	18239
8289	19178
11265	19068
7334	18213
9188	20187
9188	20187
13312	17930
17050	17800
13624	18878
875	17988
9388	17881
5091	19647
5091	19647
12620	18970
10983	18203
5166	20198
12020	18233
14650	19157
15665	19355
399	17896
16198	19148
4161	20191
4161	20191
5139	19667
16222	17933
7342	19611
4669	18004
4669	18004
4829	18119
12215	19521
16591	19794
13921	18328
15825	18268
15825	18268
17696	18390
13027	17821
10048	18026
591	17851
10734	17787
9081	19799
4669	19895
4669	19895
4618	18007
6136	20224
6136	20224
2449	17889
3940	19319
3940	19319
5250	19494
6278	19006
6278	19006
12509	19378
17660	17876
3707	20207
3707	20207
10147	18233
4639	20222
6923	17807
8860	17903
5295	19174
4826	17941
6459	18164
6459	18164
11583	18588
14963	18171
17108	18040
7321	18866
12121	18577
4368	18960
4568	17774
36	18004
205	17842
1980	17849
17588	20237
17659	19216
17711	17902
8133	18635
10798	20164
8257	17898
126	18014
9384	18034
14397	18913
10555	18233
10916	19719
10916	19719
9109	18475
9109	18475
4707	20208
4707	20208
16136	20205
14297	19541
5500	17777
2505	19042
2505	19042
12156	18729
12861	17820
297	17930
1136	18319
5113	17856
14112	20159
4468	18247
15206	19602
4623	17790
8842	18142
13796	17824
11026	18902
11858	18697
418	17780
14085	18076
1012	18007
13386	19118
7328	20230
10554	17903
13495	19225
12426	20196
5250	17852
2379	20174
14973	19423
5129	19415
13932	20223
16001	18906
4147	17877
1604	20207
1604	20207
12749	18676
6626	18339
6626	18339
6626	18339
4580	17990
7243	17871
4800	20194
5000	18859
8303	19349
6762	17825
6762	17825
13036	18607
10521	18326
15817	20216
15817	20216
12429	19693
16583	18737
297	20177
1135	18033
4698	18009
4698	18009
5749	19112
5086	19631
5086	19631
17225	20213
5262	19680
177	19954
17644	17874
14575	18628
17721	17769
17721	17769
17433	17907
6849	18900
12743	18054
12377	17807
6390	20200
6390	20200
6478	17912
6478	17912
11534	20164
12447	18630
15	18060
15	18060
17604	19010
12164	18029
11563	18746
12445	19515
8151	18567
16461	20158
16461	20158
11268	19317
16399	18007
16399	18007
7205	18057
1753	19767
11692	19324
5208	18569
17588	17883
11651	17787
11572	18540
6550	19348
3362	19918
15791	19779
4446	17922
3704	18050
3704	18050
13413	19145
1672	20231
5117	20163
578	17941
7409	18109
14433	18754
1643	20153
10771	17896
531	17881
6904	19536
584	18049
11946	19238
928	18356
6675	20235
6675	20235
17201	17983
4471	18265
9186	20229
9186	20229
555	20184
11119	19876
7484	17889
7484	17889
575	20179
16365	19377
16365	19377
16365	19377
16365	19377
11683	19307
6823	18811
13838	20164
16990	17772
3	17818
3	17818
16063	18032
5068	18931
5068	18931
6393	19304
6393	19304
7198	17978
4599	17765
6829	18024
4264	19866
4264	19866
5088	19560
5088	19560
15756	20183
5991	19865
5991	19865
17695	18576
11645	19693
6765	19070
6765	19070
12256	20162
4311	20159
4311	20159
456	17906
15272	17771
10643	19531
10643	19531
4558	18263
14991	19516
17700	20142
309	17815
12669	19610
5127	19492
5277	20209
7327	18213
12808	19314
16172	19650
294	17782
10799	18781
921	18323
15774	19704
7524	18324
7524	18324
11483	20238
2017	17873
15073	19863
8570	20161
511	18033
7232	18003
10556	20195
16162	18187
9203	20177
9203	20177
7750	18277
9412	17891
5064	18608
5064	18608
15048	18736
6254	17858
6254	17858
17682	20061
12065	19449
3714	20230
3714	20230
14376	19356
16258	18205
14946	19383
16506	17928
16506	17928
1741	19761
4654	20191
14628	17793
6937	19123
17697	17878
17644	20189
9387	20171
17492	20231
7656	18301
2358	18002
4124	18205
3394	19916
16943	18420
2393	17890
4654	17877
12848	18005
5314	17876
6465	19935
6465	19935
9050	18015
9050	18015
7343	19397
198	18021
6337	19173
6337	19173
3643	20143
6907	19402
6497	17903
6497	17903
9567	17899
8243	19363
12146	19286
5144	17769
6431	18494
6431	18494
17710	18231
13677	18236
573	17982
5830	20206
5830	20206
323	18005
8243	20237
593	17891
7280	20171
526	17912
15974	20182
163	20179
5192	18539
8996	20182
8996	20182
1561	19042
16488	18460
16488	18460
5145	18913
4240	18693
1094	20030
5140	19518
14366	18276
15950	18736
11576	17946
6439	17928
6439	17928
11092	18498
11403	19618
10950	18597
5057	17832
5057	17832
5281	18027
16066	18057
17133	17906
6562	18030
11801	19098
11927	18559
4005	20224
4005	20224
13132	18735
12845	17783
11906	18016
11553	17954
14264	18732
12257	20004
4651	17856
11374	19403
163	20207
